cbsa_title,price_band,month_date,states,avg_median_sale_price,active_listings,homes_sold,median_days_on_market,hotness_score,demand_score,supply_score,absorption_rate,months_of_supply,absorption_12mo_avg,absorption_24mo_avg,absorption_velocity,time_series_model,forecast_avg_absorption_24mo,forecast_last_absorption_24mo,forecast_change_from_current,history_months,forecast_absorption_score,current_absorption_score,rolling_absorption_score,velocity_score,supply_pressure_score,demand_score_scaled,hotness_score_scaled,price_fit_score,market_priority_score,rank,rank_percentile,market_tier,forecast_avg_absorption_24mo_raw,oa2_forecast_absorption_score,oa2_current_absorption_score,oa2_rolling_absorption_score,oa2_velocity_score,absorption_velocity_dimension,months_supply_score,days_on_market_score,inventory_depth_score,supply_pipeline_pressure_dimension,demand_signal_score,hotness_signal_score,sales_volume_score,demand_tailwind_dimension,ami_affordability_fit_dimension,employment_dimension,migration_dimension,geographic_priority_score,geo_rank,geo_rank_percentile,geo_market_tier,recommended_action,cluster_id,cluster_name,alternate_priority_score,alternate_rank
"Mount Airy, NC",$200K-$300K,2026-03-01,nc,249684.72222222222,159.44444444444446,9.25,93.55555555555556,58.8490099009901,92.32673267326732,25.371287128712872,5.801393728222997,17.237237237237238,5.444984592379934,5.792396369375617,-0.34741177699568304,"ARIMA(1,1,1)",5.801829574651087,5.801824170290548,0.0004358464280906915,61,4.855833626157443e-44,0.1316184863782571,0.17490970922513716,0.7975468029916079,0.9723167462177551,0.964447317388494,0.6286407766990293,0.9936944444444443,0.4155533026910103,23,0.07232704402515723,Tier 1,5.801829574651087,0.05801829574651087,0.1316184863782571,0.17490970922513716,0.7975468029916079,0.2107259021869372,0.9723167462177551,0.641194108830748,0.012930019357692241,0.6811026096296403,0.964447317388494,0.6286407766990293,0.011831068970304066,0.6563917784635434,0.9936944444444443,0.5,0.5,0.5324875211275543,11,0.03459119496855346,Tier 1,Prioritize for first marketing efforts,2,Strong absorption / selective expansion,0.5951547836125647,7
"Tampa-St. Petersburg-Clearwater, FL",$200K-$300K,2022-01-01,fl,294858.45833326667,564.8666666666667,92.58326666666667,13.722222133333332,91.30569306930693,91.83168316831684,90.77970297029702,16.390286793343563,6.101174510296676,17.70124548342095,14.810576494895622,2.890668988525329,Regression Trend,19.9246200774232,22.598469386629393,3.5343332840796364,54,1.6675884549087555e-43,0.3797634896131763,0.6262720056554102,0.943548187937464,0.9930014240439549,0.9592760180995479,0.9923717059639392,0.1028308333346667,0.5117950128426499,3,0.009433962264150943,Tier 1,19.9246200774232,0.199246200774232,0.3797634896131763,0.6262720056554102,0.943548187937464,0.4414259820346885,0.9930014240439549,0.9520236640419275,0.04646466503150651,0.7914007442408569,0.9592760180995479,0.9923717059639392,0.1313367205404949,0.8052716493402743,0.1028308333346667,0.5,0.5,0.5239946149615534,12,0.03773584905660377,Tier 1,Prioritize for first marketing efforts,3,High priority launch markets,0.5245635956368608,40
"Springfield, MO",$200K-$300K,2026-03-01,mo,251796.07638888888,1114.7777777777778,95.77777777777779,53.916666666666664,49.41212871287129,48.23638613861387,50.58787128712871,8.591647563041963,11.639211136890951,7.470937436527033,7.765453801905994,-0.29451636537896064,"SARIMA(1,1,1)(1,0,1,12)",8.675818528944038,9.006993857943456,0.08417096590207507,93,7.261214898719218e-44,0.19700658148973743,0.2495196360472813,0.7999317970397968,0.9827147988497855,0.50387847446671,0.5228848821081833,0.9640784722222224,0.3936822822037699,39,0.12264150943396226,Tier 2,8.675818528944038,0.08675818528944039,0.19700658148973743,0.2495196360472813,0.7999317970397968,0.2538486162536363,0.9827147988497855,0.7955273638037774,0.09195076138341442,0.7484057608427088,0.50387847446671,0.5228848821081833,0.13591786978679285,0.4369385962052422,0.9640784722222224,0.5,0.5,0.5236807281214341,13,0.040880503144654086,Tier 1,Prioritize for first marketing efforts,2,Strong absorption / selective expansion,0.583920078149317,11
"Crestview-Fort Walton Beach-Destin, FL",$200K-$300K,2021-02-01,fl,290837.15277766663,909.0,128.88191666666668,23.326388833333336,88.14975247524752,93.87376237623762,82.42574257425743,14.178428676200955,7.052967735970199,10.761802467576464,8.569550950370234,2.1922515172062305,"SARIMA(1,1,1)(1,0,1,12)",27.86318884794531,44.47325861504611,13.684760171744355,43,2.3320059232860965e-43,0.3279297864812158,0.3707125847664391,0.912057337193794,0.9912335158781193,0.9806076276664514,0.9570041608876563,0.1832569444466673,0.4643484071670686,11,0.03459119496855346,Tier 1,27.86318884794531,0.2786318884794531,0.3279297864812158,0.3707125847664391,0.912057337193794,0.40438631954444215,0.9912335158781193,0.9146300248743557,0.0749297781045545,0.7849917210222772,0.9806076276664514,0.9570041608876563,0.18339148801672855,0.8129031863639286,0.1832569444466673,0.5,0.5,0.5229575756665995,14,0.0440251572327044,Tier 1,Prioritize for first marketing efforts,3,High priority launch markets,0.5309313769856026,32
"Sedalia, MO",$200K-$300K,2026-02-01,mo,248290.625,95.5,6.09375,102.46875,54.33168316831683,74.5049504950495,34.15841584158416,6.380890052356021,15.671794871794871,7.647617194322329,7.683083302195175,-0.03546610787284621,"ARIMA(1,1,1)",6.378594903856711,6.378551011303098,-0.002295148499309896,86,5.338556609299681e-44,0.1451986704770353,0.25602623556569737,0.8116120790047181,0.9752244768743293,0.7782805429864255,0.5780166435506243,0.9658125,0.41282660826704487,26,0.08176100628930817,Tier 1,6.378594903856711,0.0637859490385671,0.1451986704770353,0.25602623556569737,0.8116120790047181,0.23476110619853285,0.9752244768743293,0.6064907569110067,0.007640831519148031,0.6710876318142962,0.7782805429864255,0.5780166435506243,0.00730478879605895,0.5539930273458219,0.9658125,0.5,0.5,0.519354742634219,15,0.04716981132075472,Tier 1,Prioritize for first marketing efforts,2,Strong absorption / selective expansion,0.5777236386050806,12
"Kansas City, MO-KS",$200K-$300K,2026-03-01,"ks, mo",262783.7962962963,2494.6666666666665,234.02777777777777,43.8287037037037,60.12788778877888,54.39356435643564,65.86221122112211,9.381124176019954,10.659703264094954,8.097368429491292,8.16554300981165,-0.06817458032035795,"SARIMA(1,1,1)(1,0,1,12)",9.287207656876616,9.542501448140335,-0.0939165191433382,104,7.772916224634264e-44,0.21550754051128232,0.2725892601400684,0.8101372911218309,0.9845341855822252,0.56819650937298,0.6429727230698107,0.7443240740740742,0.3979997639907656,36,0.11320754716981132,Tier 2,9.287207656876616,0.09287207656876616,0.21550754051128232,0.2725892601400684,0.8101372911218309,0.2670641614516153,0.9845341855822252,0.834804654458558,0.20608876966643877,0.7839262430619677,0.56819650937298,0.6429727230698107,0.334177904349767,0.5475644631622282,0.7443240740740742,0.5,0.5,0.5190409857059043,16,0.050314465408805034,Tier 1,Prioritize for first marketing efforts,2,Strong absorption / selective expansion,0.5687470854175448,15
"Topeka, KS",$200K-$300K,2026-03-01,ks,214250.0,255.33333333333334,45.166666666666664,21.13888888888889,91.98638613861384,91.83168316831684,92.14108910891088,17.68929503916449,5.653136531365314,13.484136504959976,14.276089794813503,-0.7919532898535273,Regression Trend,11.513169720923983,10.387944900144472,-6.1761253182405085,34,9.635932244335611e-44,0.41020504789306916,0.47096819728052214,0.7775029309442323,0.9938336321120431,0.9592760180995479,1.0,0.28500000000000003,0.4788726438334861,8,0.025157232704402517,Tier 1,11.513169720923983,0.11513169720923982,0.41020504789306916,0.47096819728052214,0.7775029309442323,0.3594230199547025,0.9938336321120431,0.923147014026745,0.02086150346657782,0.7780332209573606,0.9592760180995479,1.0,0.06333804600263793,0.794341817345324,0.28500000000000003,0.5,0.5,0.5183059737774166,17,0.05345911949685535,Tier 1,Prioritize for first marketing efforts,3,High priority launch markets,0.5355153328298143,25
"Stillwater, OK",$200K-$300K,2026-03-01,ok,250627.77777777778,284.22222222222223,18.22222222222222,39.94444444444444,52.011138613861384,35.27227722772277,68.75,6.411258795934323,15.597560975609758,7.570961460318814,7.2407279965008895,0.3302334638179243,Regression Trend,5.6171178878257635,4.9790501794493345,-0.7941409081085595,55,4.701239422985832e-44,0.14591034561882146,0.25320322874151446,0.8281010574482092,0.9753623626122264,0.3684550743374273,0.5520110957004163,0.9874444444444443,0.37513167796941044,55,0.17295597484276728,Tier 2,5.6171178878257635,0.056171178878257635,0.14591034561882146,0.25320322874151446,0.8281010574482092,0.23380186232154268,0.9753623626122264,0.8499279435174663,0.023251058354538716,0.7473097760322608,0.3684550743374273,0.5520110957004163,0.024697854416122964,0.3639482378302126,0.9874444444444443,0.5,0.5,0.5090015093601906,18,0.05660377358490566,Tier 1,Prioritize for first marketing efforts,2,Strong absorption / selective expansion,0.5723590341518716,13
"Winchester, VA-WV",$200K-$300K,2026-03-01,wv,248186.11111111112,84.33333333333333,3.5833333333333335,89.91666666666667,46.132425742574256,84.46782178217822,7.797029702970297,4.249011857707511,23.53488372093023,5.213686630087616,6.05969544233281,-0.8460088122451941,"SARIMA(1,1,1)(1,0,1,12)",4.466388200173474,4.464328317855168,0.21737634246596294,104,3.738137725491438e-44,0.09523925373213828,0.16639168073765478,0.7750656288184821,0.9606191838231619,0.8823529411764708,0.4861303744798892,0.9637222222222225,0.39274977079092255,40,0.12578616352201258,Tier 2,4.466388200173474,0.04466388200173474,0.09523925373213828,0.16639168073765478,0.7750656288184821,0.19121354670403173,0.9606191838231619,0.6553620530504165,0.006717176648993916,0.6782616431565046,0.8823529411764708,0.4861303744798892,0.003704678162418445,0.5679453902298568,0.9637222222222225,0.5,0.5,0.5073272118455239,19,0.059748427672955975,Tier 1,Prioritize for first marketing efforts,2,Strong absorption / selective expansion,0.5703050504440571,14
"Tupelo, MS",$200K-$300K,2026-03-01,ms,247116.66666666666,305.8888888888889,15.25,36.541666666666664,52.81559405940594,51.42326732673267,54.207920792079214,4.985470395931711,20.058287795992715,6.109216305102241,6.5239560275574755,-0.41473972245523427,Regression Trend,4.569075303826421,3.8520572785758995,-0.41639509210529013,60,3.8240815617373834e-44,0.1124977627402229,0.1993714234364678,0.7945110623802795,0.9670767863351557,0.537168713639302,0.5610263522884884,0.9423333333333331,0.3691231420846691,68,0.2138364779874214,Tier 2,4.569075303826421,0.045690753038264205,0.1124977627402229,0.1993714234364678,0.7945110623802795,0.20545168594469687,0.9670767863351557,0.8631765936465454,0.02504322452050939,0.7475000161656434,0.537168713639302,0.5610263522884884,0.020435482766888842,0.4421722409920346,0.9423333333333331,0.5,0.5,0.5040839294625777,20,0.06289308176100629,Tier 1,Prioritize for first marketing efforts,2,Strong absorption / selective expansion,0.5680304283430568,16
"Little Rock-North Little Rock-Conway, AR",$200K-$300K,2026-03-01,ar,246494.52314814818,2792.333333333333,155.1388888888889,65.94444444444444,54.30074257425742,38.180693069306926,70.42079207920791,5.555887151327048,17.998925693822734,5.52077357194787,5.753614178390286,-0.23284060644241666,"SARIMA(1,1,1)(1,0,1,12)",5.422638546917732,5.399915236556131,-0.1332486044093164,70,4.538470194585849e-44,0.12586517203809142,0.17770079601465677,0.8027126869787399,0.9709019481230666,0.3988364576599871,0.5776699029126215,0.9298904629629635,0.35570342058308135,89,0.279874213836478,Tier 2,5.422638546917732,0.05422638546917732,0.12586517203809142,0.17770079601465677,0.8027126869787399,0.20910390944693613,0.9709019481230666,0.7486974413067055,0.2307103756081589,0.7562022815751768,0.3988364576599871,0.5776699029126215,0.22104579702430058,0.4258700313712719,0.9298904629629635,0.5,0.5,0.5027908987715982,21,0.0660377358490566,Tier 1,Prioritize for first marketing efforts,2,Strong absorption / selective expansion,0.5661851450538117,17
"Wildwood-The Villages, FL",$200K-$300K,2021-06-01,fl,284850.72916658333,233.91666666666666,57.59708333333333,10.680555416666666,49.9690594059406,57.48762376237624,42.45049504950495,24.622907018168863,4.0612588889773065,13.553836429435142,10.372582502695403,3.181253926739739,"SARIMA(1,1,1)(1,0,1,12)",14.104405507888151,31.754021841292865,-10.518501510280712,47,1.1804663625660243e-43,0.5726905084958507,0.473535041952956,0.9566503328485665,0.9967904649693031,0.6005171299288947,0.5291262135922332,0.30298541666833334,0.503945938242635,5,0.015723270440251572,Tier 1,14.104405507888151,0.14104405507888151,0.5726905084958507,0.473535041952956,0.9566503328485665,0.43779480747339145,0.9967904649693031,0.9638663351683091,0.019090016140983736,0.7913731362633409,0.6005171299288947,0.5291262135922332,0.08116412077996525,0.47165970738127727,0.30298541666833334,0.5,0.5,0.5026995784757967,22,0.06918238993710692,Tier 1,Prioritize for first marketing efforts,3,High priority launch markets,0.5136380253750413,56
"Orlando-Kissimmee-Sanford, FL",$200K-$300K,2021-06-01,fl,296559.26388875,1026.75,190.95825,7.975694333333333,69.36881188118812,81.68316831683168,57.05445544554455,18.598319941563187,5.3768297520531325,14.006390691919231,10.796709393854394,3.2096812980648366,"ARIMA(1,1,1)",18.28048957824954,18.277487627356194,-0.31783036331364656,47,1.5299831691802686e-43,0.4315075566594827,0.4902012938376103,0.9579320907429427,0.9943468580924825,0.8532643826761476,0.7465325936199725,0.06881472222500018,0.4917233792070925,7,0.0220125786163522,Tier 1,18.28048957824954,0.1828048957824954,0.4315075566594827,0.4902012938376103,0.9579320907429427,0.42272891985683225,0.9943468580924825,0.9743976600097005,0.08466951192192589,0.8064266294335366,0.8532643826761476,0.7465325936199725,0.2724132311791833,0.6997380262070935,0.06881472222500018,0.5,0.5,0.4995233601014126,23,0.07232704402515723,Tier 1,Prioritize for first marketing efforts,3,High priority launch markets,0.5010125356986562,71
"Lakeland-Winter Haven, FL",$200K-$300K,2021-12-01,fl,298413.90277758334,1948.5833333333333,338.7776666666667,11.36458325,65.65594059405942,65.84158415841584,65.47029702970298,17.385844416884062,5.751805756577814,17.823429903831563,13.680748635516606,4.142681268314957,"ARIMA(1,1,1)",18.65800074809832,18.701727840500862,1.2721563312142585,28,1.5615789168528808e-43,0.4030938460720356,0.6307717010416963,1.0,0.9936503589763824,0.6877828054298644,0.7049237170596397,0.031721944448333206,0.4949639380337029,6,0.018867924528301886,Tier 1,18.65800074809832,0.18658000748098322,0.4030938460720356,0.6307717010416963,1.0,0.45155980471874146,0.9936503589763824,0.9612030858954448,0.1609192893371857,0.8173699631242618,0.6877828054298644,0.7049237170596397,0.48439646920748003,0.6531048572558089,0.031721944448333206,0.5,0.5,0.49924394453203313,24,0.07547169811320754,Tier 1,Prioritize for first marketing efforts,3,High priority launch markets,0.4965425594387888,78
"Lexington-Fayette, KY",$200K-$300K,2026-03-01,ky,245375.0,111.0,6.5,51.06944444444444,37.28341584158416,63.613861386138616,10.952970297029704,5.8558558558558556,17.076923076923077,6.18827364274231,6.683782826425646,-0.4955091836833363,"SARIMA(1,1,1)(1,0,1,12)",5.742553696155762,5.733892445647056,-0.11330215970009316,104,4.806222757669474e-44,0.1328947769928212,0.20228287430913716,0.790869259085501,0.9726145217276805,0.6645119586296059,0.38696255201109586,0.9075,0.3846394234434886,47,0.14779874213836477,Tier 2,5.742553696155762,0.057425536961557624,0.1328947769928212,0.20228287430913716,0.790869259085501,0.21528087275748092,0.9726145217276805,0.8066129690138234,0.00892291962249628,0.7300757354924865,0.6645119586296059,0.38696255201109586,0.007887379313536044,0.4360447504499135,0.9075,0.5,0.5,0.4978951651311026,25,0.07861635220125786,Tier 1,Prioritize for first marketing efforts,2,Strong absorption / selective expansion,0.5582458646299788,19
"Lebanon, MO",$200K-$300K,2026-03-01,mo,254131.94444444444,135.66666666666666,7.305555555555555,82.70833333333333,53.0940594059406,64.85148514851485,41.336633663366335,5.384930384930385,18.570342205323193,5.765999501106159,5.8969287311364385,-0.13092923003027934,Regression Trend,2.841580720184311,1.4409814436523103,-2.5433496647460743,48,2.378257243680148e-44,0.12185889233636621,0.186731750847712,0.8073077552229738,0.9698405706205527,0.6774402068519717,0.5641470180305134,0.9173611111111113,0.38407383768068415,49,0.1540880503144654,Tier 2,2.841580720184311,0.02841580720184311,0.12185889233636621,0.186731750847712,0.8073077552229738,0.20027355941781727,0.9698405706205527,0.6834275608748741,0.010963231872985965,0.6921411999473357,0.6774402068519717,0.5641470180305134,0.009042601536225665,0.5041080697013121,0.9173611111111113,0.5,0.5,0.49674436290756663,26,0.08176100628930817,Tier 1,Prioritize for first marketing efforts,2,Strong absorption / selective expansion,0.5571921225187073,20
"Lynchburg, VA",$200K-$300K,2026-03-01,va,266964.5833333334,199.8888888888889,17.666666666666664,37.49305555555556,59.80816831683168,63.76856435643565,55.84777227722772,8.83824346859366,11.314465408805034,8.536439949813419,8.732231635324913,-0.1957916855114945,"SARIMA(1,1,1)(1,0,1,12)",8.58542373567048,8.622928400074159,-0.2528197329231805,104,7.185559095466209e-44,0.20278542365997393,0.2887589820048005,0.8043831807552574,0.9833179977474211,0.6661279896574016,0.6393897364771154,0.6607083333333326,0.4025084245531524,32,0.10062893081761007,Tier 2,8.58542373567048,0.08585423735670479,0.20278542365997393,0.2887589820048005,0.8043831807552574,0.2634473243719241,0.9833179977474211,0.8594723792227008,0.016275396200837493,0.7527557918806884,0.6661279896574016,0.6393897364771154,0.023901149434957705,0.5283242329998127,0.6607083333333326,0.5,0.5,0.4961126068562829,27,0.08490566037735849,Tier 1,Prioritize for first marketing efforts,2,Strong absorption / selective expansion,0.5404410806797915,21
